Timestamp: 1687191663, Memory: calloc, Funktion: OSMP_INIT, OSMPRank: 0
Timestamp: 1687191663, Memory: free, Funktion: OSMP_INIT, OSMPRank: 0
Timestamp: 1687191663, Funktion: OSMP_INIT END, OSMPRank: 0
Timestamp: 1687191663, Funktion: OSMP_SIZE START, OSMPRank: 0
Timestamp: 1687191663, Funktion: OSMP_SIZE END, OSMPRank: 0
Timestamp: 1687191663, Funktion: OSMP_RANK START, OSMPRank: 0
Timestamp: 1687191663, Funktion: OSMP_RANK END, OSMPRank: 0
Timestamp: 1687191663, Funktion: OSMP_BARRIER START, OSMPRank: 0
Timestamp: 1687191663, Memory: calloc, Funktion: OSMP_INIT, OSMPRank: 1
Timestamp: 1687191663, Memory: free, Funktion: OSMP_INIT, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_INIT END, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_SIZE START, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_SIZE END, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_RANK START, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_RANK END, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_BARRIER START, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_BARRIER END, OSMPRank: 1
Timestamp: 1687191663, Funktion: OSMP_BARRIER END, OSMPRank: 0
Timestamp: 1687191664, Funktion: OSMP_BARRIER START, OSMPRank: 1
Timestamp: 1687191664, Funktion: OSMP_BARRIER START, OSMPRank: 0
Timestamp: 1687191664, Funktion: OSMP_BARRIER END, OSMPRank: 0
Timestamp: 1687191664, Funktion: OSMP_BARRIER END, OSMPRank: 1
Timestamp: 1687191664, Funktion: OSMP_BARRIER START, OSMPRank: 1
Timestamp: 1687191664, Funktion: OSMP_BARRIER START, OSMPRank: 0
Timestamp: 1687191664, Funktion: OSMP_BARRIER END, OSMPRank: 0
Timestamp: 1687191664, Funktion: OSMP_BARRIER END, OSMPRank: 1
Timestamp: 1687191665, Funktion: OSMP_FINALIZE START, OSMPRank: 1
Timestamp: 1687191665, Funktion: OSMP_FINALIZE START, OSMPRank: 0
